X,species,unique,series,cell_type,cell_line,tissue_type,IF,platform,FactorName,FactorType,MappedReadsNumber,RawReadsNumber,FastQCscore,UniquelyMappedRatio,PBC,FRiP,UnionDHSRatio,AllPeaksNumber,PeaksFoldChange>=10,PeaksFoldChange>=20,PeaksPromoterPercentage,PeaksExonPercentage,PeaksIntronPercentage,PeaksIntergenicPercentage
3377,Mus musculus,GSM640758,GSE26100,Fibroblast,NA,Embryo,25.421,GPL9250,H3K27me3,hm,12308437,18232530,31,0.675,0.977,0.007,0.786,145,30,15,0.088,0.112,0.232,0.568
3378,Mus musculus,GSM640757,GSE26100,Fibroblast,NA,Embryo,25.421,GPL9250,H3K27me3,hm,14662875,28801223,33,0.509,0.89,0.006,0.68,128,41,15,0.0265486725663717,0.0353982300884956,0.274336283185841,0.663716814159292
3379,Mus musculus,GSM640756,GSE26100,Fibroblast,NA,Embryo,25.421,GPL9250,H3K27me3,hm,11438300,16919879,31,0.676,0.902,0.007,0.726,117,32,15,0.0606060606060606,0.0909090909090909,0.232323232323232,0.616161616161616
3385,Mus musculus,GSM608042,GSE21449,Leukemic Blast Cell,NA,Spleen,9.681,GPL9250,H3K27me3,hm,13176562,19020407,30,0.693,0.886,0.017,0.516,1016,28,8,0.0479102956167176,0.0499490316004077,0.290519877675841,0.611620795107034
3386,Mus musculus,GSM608040,GSE21449,Leukemic Blast Cell,NA,Spleen,9.681,GPL9250,H3K27me3,hm,10485413,14849110,35,0.706,0.954,0.011,0.569,202,26,8,0.0635838150289017,0.0404624277456647,0.289017341040462,0.606936416184971
3388,Mus musculus,GSM587807,GSE23525,NA,NA,Cerebellum,13.608,GPL9250,H3K27me3,hm,12137011,16425590,30,0.739,0.87,0.199,0.962,13927,1399,130,0.0734268248831356,0.109672779575692,0.322042430780295,0.494857964760877
3389,Mus musculus,GSM587806,GSE23525,NA,NA,Cerebellum,13.608,GPL9250,H3K27me3,hm,11841525,16670029,30,0.71,0.945,0.141,0.93,8874,1209,156,0.0905387052965143,0.124830239927569,0.34676324128565,0.437867813490267
3390,Mus musculus,GSM587805,GSE23525,NA,NA,Cerebellum,13.608,GPL9250,H3K27me3,hm,7196628,16022467,30,0.449,0.821,0.102,0.929,4110,229,27,0.13078618662748,0.214303208425178,0.355865784962038,0.299044819985305
3391,Mus musculus,GSM587804,GSE23525,NA,NA,Cerebellum,13.608,GPL9250,H3K27me3,hm,8608422,15748989,31,0.547,0.635,0.04,0.925,1749,50,20,0.139953542392567,0.280487804878049,0.331591173054588,0.247967479674797
3392,Mus musculus,GSM550316,GSE22105,Th2,NA,Blood,21.637,GPL9185,H3K27me3,hm,13447108,15299823,31,0.879,0.987,0.04,0.445,11092,91,4,0.122122935282968,0.0397147757017781,0.330986551132774,0.50717573788248
3393,Mus musculus,GSM550315,GSE22105,Th2,NA,Blood,21.637,GPL9185,H3K27me3,hm,13164910,15180996,31,0.867,0.991,0.015,0.376,4467,43,6,0.113385826771654,0.0251968503937008,0.341732283464567,0.519685039370079
3394,Mus musculus,GSM550308,GSE22105,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,5679201,17070866,21,0.333,0.986,0.004,0.584,77,13,1,0.015625,0.03125,0.28125,0.671875
3395,Mus musculus,GSM550307,GSE22105,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,8318410,33043993,18,0.252,0.994,0.008,0.342,257,36,11,0.0732758620689655,0.0129310344827586,0.288793103448276,0.625
3405,Mus musculus,GSM392054,GSE15519,Embryonic Stem Cell,NA,Embryo,9.681,GPL9185,H3K27me3,hm,3302705,5311025,36,0.622,0.945,0.002,0.765,17,3,1,0,0.0769230769230769,0.230769230769231,0.692307692307692
3406,Mus musculus,GSM392053,GSE15519,Embryonic Stem Cell,NA,Embryo,9.681,GPL9185,H3K27me3,hm,3265331,5307098,36,0.615,0.944,0.002,0.733,15,4,2,0,0,0.272727272727273,0.727272727272727
3407,Mus musculus,GSM392050,GSE15519,Trophoblast Stem Cell,TSC,Embryo,9.681,GPL9185,H3K27me3,hm,3586526,6515229,25,0.55,0.943,0.002,0.815,27,7,3,0,0,0.272727272727273,0.727272727272727
3408,Mus musculus,GSM392049,GSE15519,Trophoblast Stem Cell,TSC,Embryo,9.681,GPL9185,H3K27me3,hm,3167869,5675128,20,0.558,0.99,0.003,0.846,26,8,3,0,0,0.363636363636364,0.636363636363636
3409,Mus musculus,GSM362008,GSE14254,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,2785513,9076119,6,0.307,0.995,0.001,0.789,19,4,1,0,0,0.266666666666667,0.733333333333333
3410,Mus musculus,GSM362006,GSE14254,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,4555364,14126807,26,0.322,0.87,0.008,0.503,479,16,1,0.143459915611814,0.0485232067510548,0.388185654008439,0.419831223628692
3411,Mus musculus,GSM362004,GSE14254,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,3706096,8543996,18,0.434,0.952,0.007,0.932,385,14,2,0.133507853403141,0.348167539267016,0.31413612565445,0.204188481675393
3412,Mus musculus,GSM362002,GSE14254,Th2,NA,Blood,21.637,GPL9185,H3K27me3,hm,3120004,9356094,19,0.333,0.956,0.003,0.939,132,9,0,0.10077519379845,0.356589147286822,0.302325581395349,0.24031007751938
3413,Mus musculus,GSM362000,GSE14254,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,3526100,8963717,4,0.393,0.965,0.002,0.9,30,8,1,0.037037037037037,0.0740740740740741,0.259259259259259,0.62962962962963
3414,Mus musculus,GSM361998,GSE14254,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,16075738,43580692,21,0.369,0.938,0.004,0.803,183,36,17,0.12280701754386,0.128654970760234,0.251461988304094,0.497076023391813
3417,Mus musculus,GSM319327,GSE12721,Fibroblast,NA,Embryo,13.608,GPL9185,H3K27me3,hm,3069032,9363471,19,0.328,0.925,0.039,0.576,2226,81,8,0.0906630581867388,0.128552097428958,0.335588633288227,0.445196211096076
3423,Mus musculus,GSM282692,GSE11172,NA,NA,Brain,36.28,GPL9185,H3K27me3,hm,9897418,19800648,22,0.5,0.983,0.016,0.747,158,40,17,0.0763358778625954,0.0534351145038168,0.343511450381679,0.526717557251908
3460,Mus musculus,GSM548825,GSE22075,Haematopoietic Progenitor Cell,NA,Bone Marrow,19.276,GPL9185,H3K27me3,hm,8690442,32785645,33,0.265,0.936,0.089,0.152,17602,2413,396,0.0366847052121903,0.00894332099117061,0.33261179151239,0.621760182284249
3461,Mus musculus,GSM548824,GSE22075,Haematopoietic Progenitor Cell,NA,Bone Marrow,19.276,GPL9185,H3K27me3,hm,5618855,19696820,29,0.285,0.91,0.089,0.127,11572,1957,333,0.0313014827018122,0.0056360010404925,0.336772739096506,0.62628977716119
3479,Mus musculus,GSM307619,GSE12241,Embryonic Stem Cell,V6.5,Embryo,19.276,GPL9185,H3K27me3,hm,3239843,11377966,33,0.285,0.927,0.011,0.893,578,24,8,0.0827338129496403,0.447841726618705,0.276978417266187,0.192446043165468
3480,Mus musculus,GSM307609,GSE12241,Fibroblast,NA,Embryo,19.276,GPL9185,H3K27me3,hm,6647475,15136461,19,0.439,0.957,0.033,0.954,2028,113,16,0.125814536340852,0.405012531328321,0.31077694235589,0.158395989974937
5209,Mus musculus,GSM523694,GSE20898,Lymphocyte,NA,Blood,21.637,GPL9250,H3K27me3,hm,10015783,12863697,38,0.779,0.91,0.169,0.902,12180,67,19,0.191384413022032,0.106954949029924,0.36920420914173,0.332456428806314
5212,Mus musculus,GSM523697,GSE20898,Lymphocyte,NA,Blood,21.637,GPL9250,H3K27me3,hm,7593921,9517681,38,0.798,0.909,0.122,0.89,9540,57,14,0.220390592188156,0.0897732045359093,0.385447291054179,0.304388912221756
5229,Mus musculus,GSM640760,GSE26100,Fibroblast,NA,Embryo,25.421,GPL9250,H3K27me3,hm,12911536,28686443,25,0.45,0.981,0.013,0.624,101,33,16,0.0294117647058824,0.0294117647058824,0.235294117647059,0.705882352941177
5349,Mus musculus,GSM279937,GSE11074,Fibroblast,NA,Embryo,36.28,GPL9052,H3K27me3,hm,6309201,16192840,18,0.39,0.978,0.01,0.759,332,26,8,0.201342281879195,0.130872483221477,0.355704697986577,0.312080536912752
5351,Mus musculus,GSM279939,GSE11074,Fibroblast,MCV8,Embryo,36.28,GPL9052,H3K27me3,hm,5968551,23168965,18,0.258,0.954,0.011,0.657,530,42,12,0.101190476190476,0.186507936507937,0.367063492063492,0.345238095238095
5353,Mus musculus,GSM279941,GSE11074,Lymphocyte,BIV1,Embryo,36.28,GPL9052,H3K27me3,hm,8097032,22373921,21,0.362,0.988,0.01,0.767,60,24,11,0,0.0425531914893617,0.276595744680851,0.680851063829787
5355,Mus musculus,GSM279943,GSE11074,Fibroblast,MCV8.1,Embryo,36.28,GPL9052,H3K27me3,hm,5486168,26837267,21,0.204,0.99,0.023,0.627,150,44,13,0.025,0.141666666666667,0.333333333333333,0.5
5357,Mus musculus,GSM454430,GSE18125,Fibroblast,NA,Embryo,8.694,GPL9185,H3K27me3,hm,5688214,8904661,27,0.639,0.976,0.015,0.833,209,28,13,0.11340206185567,0.298969072164948,0.268041237113402,0.319587628865979
5360,Mus musculus,GSM454433,GSE18125,Fibroblast,NA,Embryo,8.694,GPL9185,H3K27me3,hm,9909408,13408979,31,0.739,0.971,0.009,0.815,151,39,16,0.0538461538461538,0.223076923076923,0.223076923076923,0.5
5396,Mus musculus,GSM859496,GSE34954,T Lymphocyte,NA,Blood,22.462,GPL9250,H3K27me3,hm,11459517,17837243,37,0.642,0.965,0.167,0.903,11213,78,25,0.151444464381841,0.164991925354387,0.349811591602369,0.333752018661403
5397,Mus musculus,GSM859497,GSE34954,T Lymphocyte,NA,Blood,22.462,GPL9250,H3K27me3,hm,13160536,19098497,37,0.689,0.979,0.036,0.414,635,74,15,0.0213143872113677,0.0479573712255773,0.392539964476021,0.538188277087034
5404,Mus musculus,GSM859504,GSE34954,T Lymphocyte,NA,Lymph Node,22.462,GPL9250,H3K27me3,hm,12682829,18447116,37,0.688,0.984,0.04,0.667,87,36,12,0.0344827586206897,0.0344827586206897,0.241379310344828,0.689655172413793
5405,Mus musculus,GSM859505,GSE34954,T Lymphocyte,NA,Lymph Node,22.462,GPL9250,H3K27me3,hm,16405362,23268600,37,0.705,0.99,0.043,0.688,109,39,15,0.0909090909090909,0.038961038961039,0.285714285714286,0.584415584415584
5474,Mus musculus,GSM803113,GSE32311,Thymocyte,NA,Thymus,26.008,GPL9185,H3K27me3,hm,6460628,7581481,31,0.852,0.967,0.286,0.954,11491,1062,55,0.140915032679739,0.242440087145969,0.311023965141612,0.30562091503268
5479,Mus musculus,GSM803118,GSE32311,Thymocyte,NA,Thymus,26.008,GPL9185,H3K27me3,hm,13288571,22859584,36,0.581,0.837,0.011,0.782,476,54,24,0.163355408388521,0.0816777041942605,0.381898454746137,0.373068432671082
5484,Mus musculus,GSM803123,GSE32311,Thymocyte,NA,Thymus,26.008,GPL9185,H3K27me3,hm,18275887,25420002,37,0.719,0.885,0.01,0.775,519,41,21,0.136178861788618,0.0589430894308943,0.445121951219512,0.359756097560976
5748,Mus musculus,GSM531814,GSE21271,Fibroblast,NA,Embryo,NA,GPL9185,H3K27me3,hm,10578399,14379281,31,0.736,0.978,0.035,0.928,5150,87,19,0.154191909321868,0.254055110416259,0.310338088723862,0.281414891538011
5751,Mus musculus,GSM531817,GSE21271,Fibroblast,NA,Embryo,NA,GPL9185,H3K27me3,hm,11674684,16305661,32,0.716,0.964,0.04,0.944,3929,102,25,0.178553104155977,0.25064135454079,0.341200615700359,0.229604925602873
5764,Mus musculus,GSM569075,GSE23078,Fibroblast,NA,NA,NA,GPL9052,H3K27me3,hm,3490578,4887049,40,0.714,0.931,0.008,0.949,254,30,9,0.126530612244898,0.285714285714286,0.306122448979592,0.281632653061224
5812,Mus musculus,GSM835832,GSE33791,Fibroblast,NA,Embryo,9.205,GPL11002,H3K27me3,hm,5954354,11254050,28,0.529,0.99,0.11,0.914,10472,1164,55,0.111664909422026,0.378989744081281,0.278539250455286,0.230806096041407
5813,Mus musculus,GSM835833,GSE33791,Fibroblast,NA,Embryo,9.205,GPL11002,H3K27me3,hm,4021908,8802305,25,0.457,0.986,0.028,0.958,1218,175,23,0.149042464612823,0.512905911740216,0.187343880099917,0.150707743547044
5834,Mus musculus,GSM783881,GSE31570,Epithelial,NA,Forebrain,31.201,GPL11002,H3K27me3,hm,18571953,27610849,38,0.673,0.974,0.105,0.921,6783,208,52,0.166790877925175,0.202563720375615,0.384110895811596,0.246534505887614
5836,Mus musculus,GSM783883,GSE31570,NA,NA,Muscle,31.201,GPL11002,H3K27me3,hm,17678151,27733331,38,0.637,0.942,0.207,0.944,8806,691,69,0.157991076535865,0.168859398238188,0.380505662967624,0.292643862258323
5878,Mus musculus,GSM602778,GSE24471,Fibroblast,NA,Embryo,NA,GPL9052,H3K27me3,hm,11674684,16305661,32,0.716,0,0.04,0.944,3929,102,25,0.178553104155977,0.25064135454079,0.341200615700359,0.229604925602873
5894,Mus musculus,GSM628007,GSE25549,Myoblast,C2C12,Muscle,14.178,GPL9052,H3K27me3,hm,18084673,23133748,31,0.782,0.991,0.009,0.68,334,121,28,0.0230769230769231,0.05,0.311538461538462,0.615384615384615
5895,Mus musculus,GSM628008,GSE25549,Myoblast,C2C12,Muscle,14.178,GPL9185,H3K27me3,hm,16385296,21278916,31,0.77,0.98,0.011,0.729,218,49,19,0.0350877192982456,0.064327485380117,0.274853801169591,0.625730994152047
5939,Mus musculus,GSM747541,GSE30203,Embryonic Stem Cell,NA,Embryo,36.28,GPL11002,H3K27me3,hm,12508021,16609098,30,0.753,0.88,0.056,0.807,6357,49,15,0.128848886783515,0.171956418758882,0.406916153481762,0.292278540975841
6006,Mus musculus,GSM632032,GSE25533,Embryonic Stem Cell,NA,Embryo,9.681,GPL9052,H3K27me3,hm,5175807,8506827,34,0.608,0.947,0.019,0.922,1533,22,7,0.111111111111111,0.341222879684418,0.395134779750164,0.152531229454306
6007,Mus musculus,GSM632033,GSE25533,Embryonic Stem Cell,NA,Embryo,9.681,GPL9052,H3K27me3,hm,4945745,8365723,34,0.591,0.947,0.018,0.923,1391,21,5,0.109579100145138,0.351959361393324,0.379535558780842,0.158925979680697
6008,Mus musculus,GSM632034,GSE25533,Embryonic Stem Cell,NA,Embryo,9.681,GPL9052,H3K27me3,hm,5537319,7340032,30,0.754,0.877,0.024,0.835,2292,30,6,0.148066783831283,0.226713532513181,0.412565905096661,0.212653778558875
6017,Mus musculus,GSM632042,GSE33252,Neural Progenitor Cell,NA,Brain,8.626,GPL9052,H3K27me3,hm,3330679,6532761,37,0.51,0.869,0.1,0.955,2812,50,18,0.148610121168924,0.265502494654312,0.406985032074127,0.178902352102637
6018,Mus musculus,GSM632043,GSE33252,Neural Progenitor Cell,NA,Embryo,8.626,GPL9052,H3K27me3,hm,2139756,4194304,37,0.51,0.905,0.069,0.959,1802,38,10,0.13768115942029,0.283166109253066,0.418060200668896,0.161092530657748
6019,Mus musculus,GSM632044,GSE33252,Neural Progenitor Cell,NA,Embryo,8.626,GPL9185,H3K27me3,hm,3824937,6029312,29,0.634,0.878,0.064,0.911,2569,48,16,0.169597499023056,0.220789370847987,0.431418522860492,0.178194607268464
6026,Mus musculus,GSM632051,GSE25533,Neuron,NA,Brain,9.681,GPL9052,H3K27me3,hm,3826510,7077888,35,0.541,0.859,0.013,0.941,391,40,13,0.134715025906736,0.305699481865285,0.318652849740933,0.240932642487047
6027,Mus musculus,GSM632052,GSE25533,Neuron,NA,Brain,9.681,GPL9052,H3K27me3,hm,4886705,8859256,36,0.552,0.853,0.016,0.953,752,43,19,0.128859060402685,0.335570469798658,0.326174496644295,0.209395973154362
6028,Mus musculus,GSM632053,GSE25533,Neuron,NA,Brain,9.681,GPL9052,H3K27me3,hm,6653819,11468732,31,0.58,0.63,0.032,0.65,549,78,31,0.102857142857143,0.161904761904762,0.274285714285714,0.460952380952381
8318,Mus musculus,GSM813766,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,13264612,16110149,33,0.823,0.995,0.009,0.206,1799,30,12,0.068361581920904,0.00847457627118644,0.322598870056497,0.600564971751412
8320,Mus musculus,GSM813768,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,6820067,8388608,35,0.813,0.995,0.007,0.163,742,23,6,0.0614754098360656,0.00546448087431694,0.319672131147541,0.613387978142076
8322,Mus musculus,GSM813770,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,27896981,33481401,37,0.833,0.993,0.036,0.25,17804,169,16,0.0812119846812345,0.0219080874070737,0.317301193962604,0.579578733949088
8324,Mus musculus,GSM813772,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,26240433,30712396,38,0.854,0.994,0.011,0.313,5728,28,8,0.0528719480063236,0.0194976286667838,0.282100825575268,0.645529597751625
8326,Mus musculus,GSM813774,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,28960163,33794751,37,0.857,0.994,0.033,0.163,18874,270,12,0.0620784876002337,0.0121076947586427,0.314003504859009,0.611810312782115
8328,Mus musculus,GSM813776,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K27me3,hm,22530858,27937191,37,0.806,0.992,0.033,0.596,8055,47,15,0.132106185825194,0.0570999248685199,0.312296518908089,0.498497370398197
8341,Mus musculus,GSM818948,GSE33024,Myoblast,C2C12,Muscle,12.444,GPL13112,H3K27me3,hm,15109080,19314833,37,0.782,0.884,0.738,0.999,21238,12403,9520,0.106256487685194,0.191186184769274,0.441681608002265,0.260875719543267
8342,Mus musculus,GSM818949,GSE33024,Myoblast,C2C12,Muscle,12.444,GPL13112,H3K27me3,hm,2568520,3145728,38,0.817,0.976,0.002,0.8,25,9,4,0,0,0.142857142857143,0.857142857142857
8441,Mus musculus,GSM821394,GSE28254,Embryonic Stem Cell,V6.5,Embryo,13.608,GPL13112,H3K27me3,hm,80668999,100485300,39,0.803,0.965,0.058,0.882,11320,115,34,0.157955555555556,0.119822222222222,0.381422222222222,0.3408
8442,Mus musculus,GSM821396,GSE28254,Embryonic Stem Cell,V6.5,Embryo,13.608,GPL13112,H3K27me3,hm,67938061,99556666,39,0.682,0.976,0.082,0.617,16195,70,28,0.0508558670305135,0.0910444058546266,0.350843463160506,0.507256263954354
8599,Mus musculus,GSM777095,GSE31331,Megakaryocyte,G1ME,Bone Marrow,14.178,GPL11002,H3K27me3,hm,6904739,8775752,26,0.787,0.996,0.015,0.506,239,28,14,0.0730593607305936,0.0273972602739726,0.356164383561644,0.54337899543379
8634,Mus musculus,GSM859592,GSE34963,Leukemic Blast Cell,NA,Spleen,9.681,GPL9185,H3K27me3,hm,92839388,115291615,36,0.805,0.982,0.061,0.777,21330,149,65,0.102684879886952,0.0819123881300047,0.324069712670749,0.491333019312294
8635,Mus musculus,GSM859593,GSE34963,Leukemic Blast Cell,NA,Spleen,9.681,GPL9185,H3K27me3,hm,79539631,110301511,35,0.721,0.984,0.074,0.797,9656,306,77,0.129955947136564,0.116635200335641,0.383574575204531,0.369834277323264
8636,Mus musculus,GSM859594,GSE34963,Leukemic Blast Cell,NA,Spleen,9.681,GPL9185,H3K27me3,hm,69553364,89074419,34,0.781,0.991,0.054,0.724,14944,141,51,0.153571669023093,0.0521106847101596,0.355483740658453,0.438833905608295
8637,Mus musculus,GSM859595,GSE34963,Leukemic Blast Cell,NA,Spleen,9.681,GPL9185,H3K27me3,hm,15885008,23330816,34,0.681,0.99,0.061,0.824,2422,99,37,0.204323866044934,0.117846545146248,0.42433234421365,0.253497244595167
8669,Mus musculus,GSM742286,GSE29997,Epithelial,NA,Heart,14.739,GPL9185,H3K27me3,hm,17578225,21638473,37,0.812,0.929,0.019,0.81,216,89,46,0.0582010582010582,0.0529100529100529,0.306878306878307,0.582010582010582
8826,Mus musculus,GSM700551,GSE28325,Embryonic Stem Cell,NA,Embryo,8.694,GPL9250,H3K27me3,hm,15330538,24433136,38,0.627,0.92,0.069,0.868,9912,72,16,0.103780277693321,0.272017837235229,0.337589946285598,0.286611938785852
8827,Mus musculus,GSM700552,GSE28325,Embryonic Stem Cell,NA,Embryo,8.694,GPL9250,H3K27me3,hm,9636184,21026083,25,0.458,0.904,0.094,0.847,12765,69,11,0.0948973975941505,0.245145058573787,0.348455067222266,0.311502476609796
8871,Mus musculus,GSM881350,GSE38596,Embryonic Stem Cell,E14,Embryo,13.608,GPL9250,H3K27me3,hm,12219247,14552549,36,0.84,0.979,0.029,0.581,160,79,41,0.0413793103448276,0.0275862068965517,0.220689655172414,0.710344827586207
8878,Mus musculus,GSM881358,GSE38596,Embryonic Stem Cell,E14,Embryo,13.608,GPL9250,H3K27me3,hm,12406430,14949786,37,0.83,0.968,0.053,0.793,2187,94,47,0.149769585253456,0.187557603686636,0.432718894009217,0.229953917050691
8886,Mus musculus,GSM881367,GSE38596,Embryonic Stem Cell,E14,Embryo,13.608,GPL9250,H3K27me3,hm,17379863,20899855,36,0.832,0.977,0.055,0.811,2773,92,53,0.175872093023256,0.164970930232558,0.433139534883721,0.226017441860465
8895,Mus musculus,GSM879922,GSE36049,Fibroblast,NIH-3T3,Embryo,32.403,GPL9250,H3K27me3,hm,10484240,13659112,38,0.768,0.976,0.019,0.807,83,39,23,0,0.0434782608695652,0.289855072463768,0.666666666666667
8957,Mus musculus,GSM932947,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K27me3,hm,4483207,5752809,28,0.779,0.993,0.016,0.827,330,33,15,0.188498402555911,0.137380191693291,0.402555910543131,0.271565495207668
8958,Mus musculus,GSM932948,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K27me3,hm,5344946,6659656,28,0.803,0.995,0.023,0.884,1635,36,17,0.19047619047619,0.1713048855906,0.415584415584416,0.222634508348794
8959,Mus musculus,GSM932949,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K27me3,hm,5468094,6804148,29,0.804,0.995,0.024,0.892,1687,38,16,0.19940119760479,0.179041916167665,0.408383233532934,0.213173652694611
8960,Mus musculus,GSM932950,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K27me3,hm,4403041,5401877,29,0.815,0.995,0.061,0.947,4155,66,13,0.158492389466055,0.272287992268664,0.355883063541918,0.213336554723363
8961,Mus musculus,GSM932951,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K27me3,hm,4639276,5672444,29,0.818,0.995,0.063,0.935,4443,91,15,0.153481012658228,0.27870705244123,0.352622061482821,0.215189873417722
8974,Mus musculus,GSM932964,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K27me3,hm,855089,1121672,28,0.762,0.994,0.01,0.808,26,11,2,0,0.0952380952380952,0.19047619047619,0.714285714285714
8975,Mus musculus,GSM932965,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K27me3,hm,4681780,6106885,28,0.767,0.994,0.012,0.895,370,37,14,0.112994350282486,0.279661016949153,0.290960451977401,0.31638418079096
9037,Mus musculus,GSM928448,GSE37822,Fibroblast,NA,Embryo,36.28,GPL9115,H3K27me3,hm,1429167,5752648,38,0.248,0.873,0.026,0.704,27,14,7,0,0,0.263157894736842,0.736842105263158
